Source,Target,Type,Weight,Timeset
0x1361a45abc727743b551594f27d1ee185178e890,0x37e145c18ae19017e7d1c2ffecfaa0528c34ac33,Directed,111.096765184,2021-07-22T20:26:18
0x2de321329a3ce5a6871ced3e6737b179e2ce299c,0x8bd8795cbeed15f8d5074f493c53b39c11ed37b2,Directed,113.322747729,2021-07-22T20:26:18
0xf266ec07bced0c64514dc0f7ab1bbc56dc2aff9c,0x4bd824e420f205a83eab91875eba1f7387f7516b,Directed,121.417229709,2021-07-22T20:26:18
0xdd74a5f502167c1bdd88968d058834170175277b,0x29900c91b8a0ceb1fbf0e32230e496b3d457827e,Directed,119.393609214,2021-07-22T20:26:24
0x179d872918135cd08122a16f7e2d52ddc8db739d,0x0ec804c32f79e5df24d509e4c9c79d722167ff1b,Directed,119.393609214,2021-07-22T20:26:24
0x1f487bfe9367bbe6880bfdf469346d030bf3439f,0xad1e365152589d3501340af5c004bfa1ef0d724a,Directed,121.417229709,2021-07-22T20:26:32
0xf266ec07bced0c64514dc0f7ab1bbc56dc2aff9c,0x2f1d22fce0c8d86374b635c4d7508ea9d5ca1edc,Directed,121.417229709,2021-07-22T20:27:07
0x1341853f8f661a4e6e79cd1b349793f7d40fe731,0x8bd8795cbeed15f8d5074f493c53b39c11ed37b2,Directed,109.275506738,2021-07-22T20:27:07
0x5404cab11dbd30fd00069d473c621cd2c7b6ae66,0xa848e0a67ddbe7c3d62c578cc1a6873af140dfd7,Directed,121.417229709,2021-07-22T20:27:10
0x095a7d9f3c901ce02cde5dbacc0751f7974033e3,0x59d9d3dfcbd4d19da298ee270f0d577727dfaab2,Directed,119.393609214,2021-07-22T20:27:15
0x095a7d9f3c901ce02cde5dbacc0751f7974033e3,0x3eb496629569679eda122e203321e6b087ad955a,Directed,119.393609214,2021-07-22T20:27:15
0xf3ec442f4bea565cfdc63fb279bbe08aa78e407d,0xb1adc3a1298819c6b1d18c2af1081f04b8d53176,Directed,117.369988719,2021-07-22T20:27:33
0x674c021d12cf70b05132f5edb0657b873721f344,0x00b4d49660eef45dd5513f863eb915fb913f6549,Directed,121.417229709,2021-07-22T20:27:33
0xf266ec07bced0c64514dc0f7ab1bbc56dc2aff9c,0xe1b8884110b1ed28e380ffbe5bd16d315ae9712b,Directed,121.417229709,2021-07-22T20:27:33
