TOKEN_ID,rarity,last_sale_price,counts
6,165.9641130340665,63.0,2.0
10,202.8156937483865,80.0,1.0
11,234.73259711589762,20.0,1.0
13,161.61050173502667,1.0,2.0
15,227.84782226930588,38.77,3.0
16,141.06016091186197,54.0,4.0
18,196.80173921927994,18.0,4.0
19,135.50315730265166,1.5,1.0
20,157.42746236057914,36.4,3.0
22,168.877924640906,7.99,2.0
23,236.66194356242727,289.0,3.0
25,86.62326222402204,0.63,3.0
28,134.39785627307975,69.69,1.0
29,59.04485251262138,0.129,3.0
31,244.35964367192958,39.69,1.0
32,156.94207997977423,2.5,1.0
33,219.57314510403387,3.33,2.0
34,157.42529685192233,0.45,1.0
35,149.45217138127094,40.0,1.0
36,62.6354096683322,59.11,3.0
37,112.47305929650769,55.0,4.0
38,141.41145409659836,1.8,2.0
39,134.7513839040663,80.0,3.0
40,132.83787208254324,16.1,2.0
41,135.34174629288776,44.5,2.0
42,338.8843396347129,7.0,2.0
43,103.87413673493191,65.0,6.0
44,212.59462175405727,7.0,2.0
45,166.47090442143514,34.69,2.0
48,121.06767588511025,0.2,1.0
49,145.65626760552198,0.8,1.0
50,160.1409489772704,90.0,4.0
51,227.90697857126028,48.88,5.0
52,216.96035570429302,3.0,1.0
53,73.8588829696247,1.0,1.0
54,93.57608200802801,8.87,3.0
55,268.37286381936457,40.0,3.0
56,135.463692227126,51.8,5.0
58,174.96674287723408,88.0,2.0
59,139.14880422024657,5.888,3.0
61,111.21496253691868,35.0,7.0
62,129.1500517067361,44.0,3.0
64,125.57923965983812,47.0,3.0
65,104.62363442296123,0.55,2.0
66,263.20063182149084,1.02,1.0
67,114.76155214366692,9.24,7.0
68,183.76421467683707,0.5,1.0
69,96.42593965923774,1.95,1.0
70,131.93106438540866,0.79,4.0
71,143.05545504847248,45.0,7.0
72,149.43890940548272,1.2999,2.0
73,469.50924513343284,30.0,1.0
74,199.338355913168,29.5,3.0
75,196.85212301851107,48.69,7.0
76,111.3058537833322,50.69,7.0
77,128.5377903309321,0.25,1.0
78,146.4596984980646,41.69,7.0
79,95.1216606097502,14.0,3.0
80,167.03177941696512,5.85,3.0
81,199.13790060525145,0.375,2.0
82,157.46133053554726,35.748,4.0
83,212.93015693390765,0.7,1.0
84,168.98521312320523,4.99,2.0
85,244.28948602758902,2.39,3.0
86,115.66339320104723,81.18,5.0
87,161.77147974970768,0.5,1.0
88,227.1781771231291,1.797,2.0
89,274.1939554468863,118.0,5.0
90,239.56124484560394,0.5,1.0
91,108.8259345029443,4.469,5.0
92,104.08653392089238,50.0,4.0
93,166.25040514646935,1.0,3.0
95,160.59008484589026,0.64,1.0
97,78.12483544751021,1.5,1.0
98,220.54655043532057,0.7,2.0
99,157.14554659551135,37.0,6.0
100,140.9480691874739,70.0,2.0
101,121.56340810301067,38.0,2.0
102,122.26603478977198,51.0,3.0
103,150.68221524839126,34.9,5.0
105,133.92563929122667,33.33,3.0
108,125.99367202768323,27.4,2.0
112,97.64241295294597,7.77,2.0
114,174.1260077372457,33.0,1.0
115,201.4763516990119,6.95,4.0
117,177.9442281428378,69.0,6.0
118,393.2482115601272,200.0,1.0
119,157.6421395899749,0.75,4.0
120,338.0029695722425,10.0,1.0
122,149.46335236882487,23.0,2.0
123,240.85636140437762,5.5,3.0
124,144.63269242230595,2.59,2.0
125,89.68386918816994,1.0,2.0
126,172.2827504246899,40.0,2.0
127,104.72719148581642,0.43,2.0
128,297.01710746628873,15.0,3.0
129,176.95897615104292,37.99,3.0
130,82.34693709026544,0.49,1.0
131,75.44025616331675,5.485,5.0
132,367.4607125133024,80.0,5.0
133,76.26041100627258,0.49,1.0
134,267.1251334601385,1.66,3.0
135,162.45182176936504,36.5,3.0
136,114.77240042109383,1.3,1.0
137,168.23090565033388,1.3,2.0
138,201.592189645395,10.47,2.0
139,166.82382058304657,30.0,2.0
140,104.1135250316705,7.29,3.0
141,104.18220936200524,32.95,7.0
142,141.62147126267467,50.0,1.0
144,159.77980044013714,0.35,2.0
146,371.0547597031099,1.25,1.0
147,111.32211277976779,25.0,2.0
149,79.00063284742757,0.39713482893494584,1.0
150,163.68872169372955,55.0,2.0
152,187.83650615742832,36.69,4.0
154,153.29187931154544,65.5,5.0
156,153.41502959057422,31.0,2.0
157,67.76800421254056,49.99,4.0
158,68.70213030390306,43.75,2.0
159,63.56170571365827,20.0,1.0
160,92.44819220049521,46.0,4.0
161,80.99973137992136,36.4,2.0
162,215.08705902716625,62.99,2.0
163,140.4015288023751,69.69,2.0
166,206.86628938686962,35.0,1.0
167,141.04434030367793,77.0,5.0
168,156.42282261171312,53.5,4.0
169,177.65501312586036,86.69,3.0
170,164.3629047854671,22.5,3.0
171,106.0479978505993,60.24,10.0
172,77.48875628461641,4.2,3.0
173,124.83160126765691,3.69,1.0
174,185.47613009195504,5.2,1.0
175,145.1158577343586,69.4,4.0
176,158.24424413361118,1.9999,3.0
177,213.5865518222895,8.7,4.0
178,194.26519468799154,1.45,2.0
179,135.6830111738035,16.5,5.0
180,134.15753400617467,6.99,2.0
181,160.89210049346264,25.0,6.0
182,103.16136883106732,6.3,3.0
183,99.06779416926237,3.19,3.0
184,232.33279305118333,4.78,2.0
185,369.69299440552527,36.0,2.0
186,115.56666658582782,2.2999,2.0
188,188.86366746986263,8.69,2.0
189,197.8031003504401,41.95,2.0
190,91.99588317610478,30.0,6.0
191,71.3128197060843,49.0,5.0
192,51.05501771991324,44.8,1.0
